condition,color_type,length_m,height_cm,x1,x2,breed_category,pet_category
0.0,Silver,1.0,34.44,0,7,1,2
,Brown,0.84,15.74,15,4,2,4
0.0,Black,0.0,10.7,0,7,1,1
,Gray,0.95,44.13,18,4,2,0
0.0,Brown Tabby,0.09,31.34,0,1,1,1
2.0,Black,0.81,13.81,1,4,0,2
2.0,Brown Tabby,0.49,30.66,13,9,0,1
2.0,Brown,0.34,48.68,18,4,1,2
2.0,White,0.33,43.51,13,9,0,2
1.0,Black,0.64,24.55,7,1,0,2
1.0,Tricolor,0.07,19.38,0,1,0,2
1.0,White,0.57,20.61,0,1,0,2
0.0,White,0.72,30.55,13,9,1,2
0.0,Black,0.91,34.16,0,1,1,2
0.0,Black,0.18,28.9,0,1,1,1
0.0,Brown Tabby,0.29,10.44,18,4,1,1
2.0,Gray Tabby,0.09,34.03,18,4,0,1
,Brown Tabby,0.81,5.66,13,9,2,1
2.0,Yellow,0.73,26.69,0,7,0,2
2.0,Brown Tabby,0.64,23.02,0,1,1,1
0.0,Calico,0.2,8.12,0,1,1,1
2.0,Tortie,0.48,15.98,0,7,1,1
1.0,Red,0.73,38.21,7,1,0,2
1.0,Tricolor,0.47,15.34,13,9,0,2
1.0,Chocolate,0.71,25.18,0,1,0,2
1.0,Tan,0.59,34.04,0,1,0,2
1.0,Red,0.56,15.86,0,7,0,2
0.0,Blue Tabby,0.96,38.28,0,1,1,1
2.0,Tan,0.45,21.62,0,7,1,2
2.0,Black,0.48,33.67,0,7,0,2
1.0,Cream,0.66,11.69,13,9,0,2
2.0,Calico,0.58,28.38,16,9,1,1
1.0,Brown Tabby,0.47,46.11,7,1,0,1
1.0,Black,0.47,48.73,0,1,0,2
0.0,Brown,0.18,43.02,0,7,1,2
1.0,Black,0.24,35.42,0,7,0,2
0.0,Brown Tabby,0.71,33.0,13,9,1,1
,White,0.39,11.35,13,9,2,2
1.0,Flame Point,0.72,6.3,0,7,0,1
1.0,Black,0.2,35.28,0,1,0,2
1.0,Silver Tabby,0.57,21.14,0,1,0,1
0.0,Chocolate,0.44,22.17,13,9,1,2
1.0,Brown,0.95,5.62,7,1,0,2
0.0,Orange Tabby,0.8,10.61,0,1,1,1
,Brown,0.78,13.4,15,4,2,4
0.0,Blue,0.8,49.43,0,1,1,2
0.0,White,0.88,42.53,0,7,1,2
2.0,Apricot,0.04,30.74,0,7,1,2
,Brown Tabby,0.59,17.73,13,9,2,1
2.0,Brown,0.47,14.89,0,7,1,2
0.0,Black,0.53,16.04,0,1,1,1
2.0,White,0.49,17.77,0,3,0,0
0.0,Tan,0.44,31.18,0,1,1,2
0.0,Calico,0.12,15.91,13,9,1,1
2.0,Brown,0.45,38.98,0,1,0,2
0.0,Calico,0.07,39.53,0,7,1,1
2.0,Brown Brindle,0.66,14.69,13,9,1,2
0.0,Tan,0.01,10.93,0,1,1,2
0.0,Blue Tabby,0.82,41.35,0,1,1,1
2.0,Black,0.93,16.72,13,9,0,1
1.0,Tan,0.32,36.3,0,7,0,2
0.0,Calico,0.17,22.5,0,1,1,1
0.0,Black,0.02,34.16,7,1,1,2
2.0,White,0.98,25.09,0,7,1,2
0.0,Black,0.05,34.93,0,1,1,2
1.0,Brown Tabby,0.27,31.81,7,1,0,1
0.0,White,0.55,17.53,13,9,1,2
0.0,Black,0.4,9.93,0,7,1,2
1.0,Brown,0.74,46.09,0,1,0,2
0.0,White,0.75,23.02,0,1,1,2
1.0,White,0.07,21.76,0,1,0,2
,Black,0.78,10.49,15,4,2,4
2.0,Brown Tabby,0.47,20.92,13,9,0,1
0.0,White,0.19,31.97,13,9,1,2
0.0,Blue Tabby,0.8,39.76,0,1,1,1
2.0,Tan,0.24,40.79,0,7,0,2
0.0,Black,0.41,28.03,13,9,1,2
1.0,White,0.48,7.62,0,7,0,2
0.0,Brown,0.33,34.6,13,9,1,2
0.0,Black,0.39,28.86,0,7,1,2
2.0,Black,0.33,49.09,0,7,0,2
1.0,Brown Tabby,0.84,43.15,0,1,0,1
1.0,Black,0.38,45.3,0,1,0,2
1.0,White,0.49,18.95,7,1,0,2
1.0,White,0.87,36.11,0,1,0,2
1.0,Cream Tabby,0.11,20.67,7,1,0,1
0.0,Black,0.61,12.03,16,9,1,1
0.0,Blue Tabby,0.6,42.96,7,1,1,1
0.0,Black,0.51,11.5,0,1,1,2
0.0,Brown,0.15,39.09,0,1,1,2
2.0,Black,0.82,29.72,17,9,0,1
2.0,Black,0.08,43.64,13,9,1,2
1.0,Black,0.61,31.14,13,9,0,1
0.0,Black,0.51,12.44,0,1,1,1
1.0,Brown,0.36,18.31,0,1,0,2
1.0,Brown Tabby,0.98,15.93,0,1,0,1
0.0,Tan,0.59,24.69,0,7,1,2
1.0,White,0.79,25.21,0,1,0,2
2.0,Brown,0.31,17.31,13,9,1,2
0.0,Red,0.35,47.3,0,7,1,2
1.0,White,0.34,19.17,0,7,0,2
2.0,Black,0.67,8.36,0,7,1,2
2.0,Black,0.88,32.94,13,9,0,2
0.0,White,0.19,46.85,7,1,1,2
1.0,Black,0.35,48.03,0,7,0,2
2.0,Brown Tabby,0.24,41.82,13,9,0,1
1.0,Orange Tabby,0.77,40.5,0,1,0,1
2.0,Red Merle,0.53,10.33,0,7,0,2
2.0,Brown Tabby,0.09,35.12,16,9,1,1
1.0,Black,0.81,42.26,7,1,0,2
0.0,Tan,0.19,45.78,0,1,1,2
1.0,Orange Tabby,0.75,8.65,0,1,0,1
1.0,White,0.99,47.25,13,9,0,2
,Black,0.51,28.49,13,9,2,1
0.0,Brown Tabby,0.75,15.96,0,7,1,1
2.0,Brown Tabby,0.93,32.55,13,9,0,1
0.0,Brown,0.22,20.55,0,7,1,2
,Gray Tabby,0.86,43.21,17,9,2,1
2.0,Brown,0.38,29.99,13,9,0,2
1.0,Sable,0.15,37.91,0,1,0,2
2.0,Chocolate,0.49,39.09,13,9,1,2
1.0,Cream Tabby,0.73,14.5,0,1,0,1
2.0,Brown Tabby,0.67,19.85,13,9,1,1
,Brown,0.7,36.04,15,4,2,4
1.0,Black,0.77,29.19,0,7,0,2
0.0,Black,0.15,34.64,13,9,1,2
1.0,Tan,0.3,35.44,4,4,0,2
2.0,Brown Tabby,0.37,22.02,13,9,1,1
1.0,Red,0.2,33.3,0,7,0,2
,Brown Tabby,0.66,45.87,18,4,2,1
2.0,White,0.93,49.46,0,7,0,2
0.0,Black,0.03,11.12,0,1,1,1
2.0,Blue Tabby,0.53,38.54,9,2,1,1
2.0,Cream Tabby,0.73,27.6,16,9,0,1
2.0,White,0.91,12.3,18,4,0,1
0.0,Buff,0.6,15.19,13,9,1,2
1.0,Gold,0.94,27.68,0,7,0,2
2.0,Brown,0.86,49.8,13,9,1,2
0.0,Black,0.62,24.29,0,1,1,2
,Brown,0.62,23.8,13,9,2,1
0.0,Brown Tabby,0.98,42.47,0,1,1,1
0.0,Gray,0.29,44.5,0,1,1,2
0.0,White,0.87,43.74,0,1,1,2
0.0,Brown,0.38,27.19,0,7,1,2
1.0,Brown,0.08,9.02,0,1,0,2
1.0,Orange Tabby,0.66,22.74,18,4,0,1
0.0,Brown,0.19,36.61,0,7,1,2
1.0,Cream,0.23,47.84,0,1,0,1
1.0,Black,0.46,37.01,7,1,0,1
0.0,Blue,0.06,20.66,13,9,1,2
1.0,Orange Tabby,0.25,16.26,0,1,0,1
,Brown,0.6,10.02,0,7,2,2
0.0,Black,0.95,17.96,0,1,1,2
,Gray,0.36,11.93,11,4,2,4
0.0,Brown Tabby,0.7,38.1,17,9,1,1
1.0,Black,0.41,17.12,17,9,0,1
2.0,White,0.99,28.7,9,2,0,4
1.0,Apricot,0.12,28.55,0,1,0,2
0.0,Torbie,0.1,33.32,0,1,1,1
,Brown,0.24,12.87,15,4,2,4
1.0,Brown Tabby,0.7,47.0,16,9,0,1
,Orange Tabby,0.22,47.78,17,9,2,1
2.0,Orange Tabby,0.72,15.68,13,9,0,1
,Brown Tabby,0.78,34.3,13,9,2,1
1.0,Black,0.56,28.24,0,7,0,2
1.0,White,0.79,16.1,0,1,0,2
0.0,White,0.99,30.46,0,1,1,4
0.0,Blue,0.23,32.65,0,5,1,1
1.0,Blue,0.41,39.9,0,1,0,1
0.0,Brown,0.83,11.72,0,1,1,2
1.0,Blue,0.08,9.67,0,7,0,2
0.0,Black,0.98,31.69,0,7,1,1
2.0,Black,0.35,19.7,0,7,0,2
0.0,Chocolate,0.03,47.62,0,7,1,2
0.0,Black,0.97,22.02,0,1,1,2
0.0,White,0.53,13.75,0,1,1,2
2.0,Torbie,0.79,44.3,13,9,1,1
2.0,Tan,0.73,33.88,0,7,1,2
1.0,Brown,0.83,32.34,0,1,0,2
0.0,Blue Tabby,0.02,21.58,0,1,1,1
2.0,Blue,0.71,35.02,0,7,1,1
1.0,Black Brindle,0.37,14.71,7,1,0,2
2.0,Tan,0.06,28.22,13,9,1,2
1.0,Yellow,0.55,15.82,13,9,0,2
1.0,Blue,0.07,14.33,0,7,0,2
2.0,Brown Tabby,0.37,8.62,17,9,0,1
2.0,Brown,0.68,24.89,0,7,0,2
1.0,Black,0.09,41.71,0,7,0,2
,Gray,0.12,27.21,8,2,2,4
0.0,White,0.85,9.4,13,9,1,2
0.0,Tortie,0.18,14.14,7,1,1,1
1.0,Orange Tabby,0.05,32.24,0,1,0,1
2.0,Cream Tabby,0.23,14.69,16,9,0,1
1.0,Black,0.23,6.78,0,1,0,2
1.0,Black,0.96,5.19,0,8,0,2
1.0,Cream Tabby,0.97,43.05,0,1,0,1
0.0,Black,0.37,33.5,0,1,1,1
2.0,Orange,0.2,18.26,13,9,0,1
1.0,Gray,0.38,11.43,0,1,0,2
1.0,Black,0.6,10.24,7,1,0,1
2.0,Black,0.78,22.69,0,7,1,2
0.0,Tan,0.41,18.77,0,1,1,2
0.0,Tan,0.18,41.14,0,1,1,2
1.0,Tan,0.93,11.32,13,9,0,2
1.0,Tan,0.1,14.66,0,1,0,2
1.0,Fawn,0.99,34.52,0,1,0,2
0.0,Black,0.49,39.48,0,7,1,2
0.0,Blue,0.85,15.69,13,9,1,1
2.0,Brown,0.68,38.15,13,9,1,2
1.0,Brown Tabby,0.42,39.21,0,1,0,1
0.0,White,0.41,19.58,0,1,1,2
1.0,Brown,0.32,5.23,0,7,0,2
1.0,Black,0.27,37.1,0,7,0,2
1.0,Black,0.23,16.33,0,7,0,2
2.0,Black,0.08,30.4,15,4,0,4
2.0,Black,0.44,27.16,13,9,0,1
2.0,Brown,0.6,49.5,13,9,0,2
2.0,Brown,0.93,47.56,0,7,1,2
1.0,Tan,0.04,16.83,0,1,0,2
1.0,Tricolor,0.45,7.44,0,1,0,2
0.0,Blue,0.04,36.14,13,9,1,1
0.0,Tan,0.47,12.48,0,7,1,2
1.0,White,0.08,39.17,0,1,0,2
0.0,Calico,0.99,30.12,16,9,1,1
1.0,Brown Brindle,0.93,26.81,13,9,0,2
2.0,Black,0.52,48.24,18,4,0,2
1.0,Black,0.74,22.14,0,1,0,2
1.0,Black,0.97,28.85,13,9,0,1
0.0,Blue,0.48,38.18,0,1,1,1
1.0,Black,0.71,47.06,0,1,0,2
1.0,Tan,0.03,31.01,0,1,0,2
2.0,Buff,0.53,41.19,0,7,1,2
2.0,Brown Tabby,0.68,11.94,13,9,0,1
0.0,White,0.64,12.6,0,7,1,2
1.0,Tan,0.55,35.13,0,1,0,2
1.0,Black,0.6,5.7,7,1,0,1
1.0,Black,0.13,24.89,13,9,0,1
0.0,Black,0.1,41.55,0,1,1,2
1.0,Black,0.73,12.51,13,9,0,1
0.0,Brown Tabby,0.09,22.81,16,9,1,1
0.0,Brown Tabby,0.63,9.81,0,1,1,1
,Orange Tabby,0.14,36.35,13,9,2,1
1.0,Black,0.23,15.65,0,1,0,2
0.0,Red Tick,0.09,8.38,0,1,1,2
,Blue Tabby,0.73,13.91,13,9,2,1
0.0,Tan,0.91,11.88,0,1,1,2
0.0,Blue,0.87,32.73,0,1,1,1
0.0,Brown Brindle,0.23,29.63,0,1,1,2
2.0,White,0.6,29.12,13,9,0,1
1.0,Orange Tabby,0.67,46.22,18,4,0,1
0.0,Blue Tabby,0.24,23.14,13,9,1,1
0.0,Tan,0.94,11.4,7,1,1,2
1.0,Tan,0.49,21.19,0,1,0,2
0.0,Orange Tabby,0.81,40.32,0,1,1,1
2.0,Gray,0.27,42.04,0,7,1,2
0.0,White,0.95,14.42,0,1,1,2
2.0,White,0.38,27.54,0,7,0,2
0.0,Brown Tabby,0.63,25.57,7,1,1,1
1.0,Blue,0.57,40.24,0,7,0,1
2.0,Brown Tabby,0.54,24.48,18,4,1,1
0.0,Brown Tabby,0.83,12.48,0,1,1,1
2.0,White,0.81,20.57,13,9,0,1
1.0,Brown Tabby,0.22,27.49,0,7,0,1
2.0,Gray,0.19,38.12,0,7,0,2
2.0,Sable,0.56,38.48,13,9,0,2
,Brown,0.58,5.69,15,4,2,4
1.0,Buff,0.13,34.1,0,7,0,2
1.0,Tan,0.56,35.97,0,1,0,2
0.0,Calico,0.79,43.76,7,1,1,1
1.0,White,0.46,18.91,0,1,0,2
1.0,Black,0.04,32.01,13,9,0,2
0.0,White,0.19,18.07,0,7,1,2
1.0,Brown Tabby,0.55,48.38,16,9,0,1
2.0,Orange Tabby,0.2,26.76,16,9,0,1
1.0,White,0.64,43.6,0,7,0,2
0.0,Calico,0.77,45.79,12,1,1,1
1.0,Buff,0.53,20.48,0,7,0,2
1.0,White,0.05,45.77,13,9,0,2
0.0,White,0.68,46.78,0,1,1,2
2.0,Brown Tabby,0.0,40.57,16,9,0,1
1.0,Black,0.01,27.47,0,1,0,1
0.0,Tortie,0.51,8.23,7,1,1,1
1.0,Brown,0.59,35.04,0,7,0,2
2.0,Torbie,0.19,13.64,18,4,1,1
,Black,0.07,18.31,13,9,2,1
1.0,Flame Point,0.22,35.5,0,1,0,1
1.0,Black,0.25,16.61,7,1,0,2
0.0,White,0.8,9.35,0,1,1,1
0.0,Brown Tabby,0.97,6.05,0,1,1,1
2.0,Black,0.98,37.92,0,7,0,2
2.0,Brown,0.97,35.33,0,7,0,2
1.0,White,0.03,17.22,0,1,0,2
1.0,Red,0.15,44.2,0,7,0,2
,Gray,0.71,26.1,0,1,2,0
1.0,Tan,0.59,46.1,0,1,0,2
1.0,White,0.6,39.89,0,7,0,2
0.0,Tan,0.82,12.39,0,7,1,2
1.0,Blue,0.35,18.55,13,9,0,2
1.0,Red,0.75,44.83,13,9,0,2
0.0,Tan,0.57,29.2,0,7,1,2
1.0,Brown,0.56,15.44,0,1,0,2
0.0,Tan,0.58,21.38,0,1,1,2
,Brown,0.77,24.33,0,3,2,4
0.0,Blue,0.48,7.29,0,1,1,2
1.0,White,0.12,11.61,0,1,0,2
2.0,Brown Tabby,0.66,31.07,9,2,1,1
0.0,Brown Tabby,0.42,23.6,0,1,1,1
,Blue,0.72,25.28,13,9,2,1
,Brown,0.35,5.21,15,4,2,4
2.0,Brown,0.04,10.51,13,9,0,2
2.0,White,0.48,36.4,0,7,1,2
2.0,Brown Brindle,0.08,40.03,13,9,1,2
1.0,Black,0.85,36.5,0,7,0,2
0.0,Tan,0.21,48.66,13,9,1,2
1.0,White,0.94,23.65,0,7,0,2
1.0,White,0.93,46.16,0,1,0,2
1.0,Tan,0.95,21.26,13,9,0,2
1.0,Silver,0.28,9.2,0,7,0,2
1.0,Brown,0.02,36.71,0,7,0,2
1.0,Brown Tabby,0.39,28.19,0,7,0,1
1.0,Chocolate,0.1,19.4,13,9,0,2
2.0,Black,0.15,32.63,13,9,1,1
2.0,Orange Tabby,0.72,43.23,13,9,0,1
1.0,Tan,0.11,20.99,0,1,0,2
1.0,Brown,0.07,29.35,0,1,0,2
0.0,Tan,0.61,42.39,0,1,1,2
0.0,White,0.57,16.83,0,1,1,2
2.0,Silver,0.93,27.44,13,9,1,2
2.0,White,0.82,29.86,0,7,1,2
0.0,Brown,0.89,37.97,0,1,1,2
0.0,Tan,0.94,6.52,0,7,1,2
2.0,Cream,0.99,19.64,13,9,1,2
1.0,Cream Tabby,0.78,18.0,0,1,0,1
0.0,Black,0.88,11.91,0,1,1,2
0.0,Tricolor,0.08,27.87,0,7,1,2
1.0,Sable,0.88,14.54,0,1,0,2
1.0,Black,0.25,23.31,0,1,0,1
0.0,Cream,0.81,30.14,0,1,1,2
2.0,Brown Brindle,0.42,46.73,0,7,1,2
0.0,Calico,0.56,38.21,0,1,1,1
0.0,Tortie,0.78,33.66,7,1,1,1
1.0,White,0.84,28.51,0,1,0,1
1.0,Tan,0.71,28.84,13,9,0,2
1.0,Black,0.25,28.87,13,9,0,1
1.0,Black,0.74,17.21,13,9,0,1
0.0,Black,0.82,22.22,0,1,1,1
1.0,Gray,0.97,46.53,0,7,0,2
0.0,Yellow Brindle,0.98,19.33,15,4,1,2
2.0,Brown,0.71,26.32,13,9,1,2
,Brown,0.03,14.24,15,4,2,4
1.0,Black,0.02,25.38,0,7,0,2
0.0,Black,0.82,47.02,0,1,1,1
1.0,Black,0.52,48.0,0,1,0,1
0.0,Blue Tabby,0.85,49.12,13,9,1,1
0.0,Fawn,0.33,10.25,0,1,1,2
1.0,Black,0.01,9.44,0,7,0,2
1.0,Sable,0.73,8.42,0,7,0,2
2.0,White,0.05,25.06,0,7,1,2
1.0,White,0.45,10.85,0,1,0,2
,Black,0.31,33.63,16,9,2,1
,Tortie,0.85,21.14,13,9,2,1
,Black,0.49,13.54,9,2,2,2
2.0,Black,0.24,24.78,13,9,0,1
0.0,Black,0.7,15.03,0,1,1,1
1.0,Black,0.12,18.38,13,9,0,1
2.0,Tan,1.0,44.34,0,1,1,2
0.0,Black,0.79,9.78,13,9,1,2
2.0,Black,0.86,42.56,13,9,0,2
0.0,Tortie,0.79,29.08,18,4,1,1
1.0,Black,0.1,21.4,0,7,0,2
1.0,Blue,0.21,28.2,13,9,0,1
0.0,Tortie,0.85,39.96,13,9,1,1
1.0,Tan,0.1,33.04,0,1,0,2
1.0,White,0.66,19.54,13,9,0,2
1.0,Black,0.23,22.36,7,1,0,1
1.0,Tan,0.85,34.13,0,1,0,2
2.0,Brown Tabby,0.95,20.6,0,1,1,1
1.0,Brown,0.63,18.89,0,1,0,2
1.0,Brown Brindle,0.91,41.59,0,1,0,2
,Black,0.28,18.83,15,4,2,4
2.0,Black,0.83,22.36,0,7,1,2
0.0,White,0.78,6.51,0,1,1,2
0.0,Brown Tabby,0.7,47.61,0,1,1,1
1.0,Brown Tabby,0.47,8.97,7,1,0,1
2.0,Black,0.07,25.91,0,7,0,2
1.0,Brown,0.08,17.2,0,1,0,2
2.0,Black,0.1,31.26,8,2,1,1
2.0,Black,0.22,18.26,18,4,0,1
1.0,Brown,0.08,7.53,0,1,0,2
1.0,Orange Tabby,0.68,42.24,7,1,0,1
1.0,Black,0.82,32.12,0,1,0,2
2.0,Calico,0.6,23.17,13,9,1,1
1.0,Blue,0.24,38.82,15,4,0,2
1.0,Black,0.15,37.45,0,1,0,2
1.0,White,0.76,30.52,0,1,0,1
0.0,Buff,0.84,39.57,0,7,1,2
0.0,Black,0.06,5.6,7,1,1,2
0.0,Brown Tabby,0.38,21.85,7,1,1,1
2.0,Black,0.45,49.37,13,9,0,1
2.0,Brown Tabby,0.13,27.33,13,9,0,1
0.0,Tan,0.97,17.99,0,7,1,2
1.0,Brown Brindle,0.81,40.38,0,7,0,2
2.0,Brown Tabby,0.92,32.21,13,9,0,1
0.0,Brown Tabby,0.7,47.66,0,1,1,1
1.0,Brown,0.25,9.95,0,1,0,2
1.0,Black,0.77,20.31,0,1,0,2
0.0,Tan,0.39,37.55,0,1,1,2
0.0,Brown Tabby,0.14,43.84,0,1,1,1
2.0,Red,0.45,42.47,13,9,0,2
0.0,White,0.78,40.91,0,1,1,1
1.0,Orange Tabby,0.58,8.81,0,1,0,1
0.0,Tortie,0.99,37.94,0,1,1,1
2.0,Brown,0.77,40.89,0,7,1,2
1.0,Black,0.95,28.6,0,7,0,1
1.0,White,0.66,9.21,0,1,0,1
0.0,Tricolor,0.68,13.6,13,9,1,2
1.0,Brown,0.33,35.65,13,9,0,2
0.0,Blue Tabby,0.69,44.09,16,9,1,1
2.0,Black,0.2,6.15,13,9,1,2
1.0,Black,0.83,16.25,13,9,0,2
2.0,Gray Tabby,0.23,25.71,13,9,0,1
1.0,Blue Tabby,0.02,47.47,0,1,0,1
2.0,Sable,0.33,36.65,0,7,1,2
0.0,Black,0.54,27.09,0,1,1,2
,Orange Tabby,0.25,38.85,13,9,2,1
1.0,Blue,0.68,31.13,7,1,0,1
1.0,Tan,0.99,42.4,0,7,0,2
0.0,Orange Tabby,0.71,22.72,18,4,1,1
1.0,Black,0.58,21.5,0,7,0,2
1.0,White,0.97,7.99,13,9,0,1
1.0,White,0.71,34.43,4,4,0,2
,Brown Tabby,0.74,27.76,18,4,2,1
0.0,Red,0.85,16.99,13,9,1,2
1.0,Blue,0.5,44.51,0,1,0,2
2.0,Black Tabby,0.37,28.8,8,2,0,1
1.0,Brown,0.89,5.48,0,7,0,2
1.0,Tan,0.94,32.25,0,1,0,2
,White,0.01,6.43,13,9,2,2
,Orange Tabby,0.35,35.63,13,9,2,1
2.0,Tricolor,0.56,38.35,13,9,0,2
2.0,White,0.63,28.06,13,9,0,4
2.0,Fawn,0.05,6.17,13,9,0,2
2.0,Blue,0.69,45.78,18,4,1,1
2.0,Brown,0.39,38.64,0,1,0,2
0.0,Black,0.08,45.05,0,7,1,2
2.0,Blue,0.48,20.75,13,9,1,1
0.0,Tricolor,0.84,22.45,0,1,1,2
,Brown,0.17,33.6,15,4,2,4
0.0,Black,0.56,49.12,0,1,1,1
1.0,Brown Tabby,0.66,32.59,7,1,0,1
,Brown Tabby,0.01,11.29,13,9,2,1
1.0,Black,0.21,31.46,13,9,0,2
0.0,Chocolate,0.38,45.63,0,7,1,2
,Black Tabby,0.79,24.97,13,9,2,1
2.0,Brown Tabby,0.69,49.49,0,7,0,1
0.0,Brown,0.29,43.66,0,1,1,2
0.0,Black,0.6,36.99,7,1,1,1
0.0,Tortie Point,0.49,47.42,7,1,1,1
0.0,Brown Tabby,0.21,16.16,13,9,1,1
2.0,Black,0.06,31.71,13,9,0,2
1.0,Black,0.27,17.03,0,1,0,2
1.0,Tan,0.75,22.23,0,1,0,2
0.0,Brown Tabby,0.35,38.21,0,1,1,1
2.0,Black,0.55,11.13,0,7,0,2
0.0,White,0.67,23.12,0,1,1,2
1.0,White,0.71,29.45,0,8,0,2
1.0,Red,0.66,13.71,0,1,0,2
2.0,Brown,0.67,23.92,18,4,1,4
0.0,Black Tabby,0.89,29.18,7,1,1,1
2.0,Brown Tabby,0.7,22.47,13,9,1,1
1.0,Brown,0.02,21.88,0,1,0,2
1.0,Black,0.13,28.3,0,7,0,2
1.0,Orange Tabby,0.72,34.2,0,1,0,1
2.0,White,0.07,24.8,0,7,1,2
2.0,Black,0.04,42.41,17,9,1,1
0.0,Red Tick,0.76,19.66,0,1,1,2
,Brown,0.83,6.4,15,4,2,4
0.0,Black,0.82,27.15,0,1,1,2
2.0,White,0.53,48.33,0,7,1,2
0.0,Black,0.5,7.87,0,7,1,2
1.0,White,0.86,28.42,0,7,0,2
0.0,Black,0.86,28.55,0,1,1,2
0.0,Tan,0.29,26.71,13,9,1,2
,Black,0.19,36.2,17,9,2,1
0.0,Orange Tabby,0.94,18.54,7,1,1,1
0.0,Black,0.02,36.4,0,7,1,2
,Brown,0.67,38.04,13,9,2,2
1.0,White,0.02,35.43,0,7,0,2
0.0,Brown Tabby,0.82,21.43,0,7,1,1
2.0,Brown Tabby,0.86,31.41,18,4,0,1
0.0,Fawn,0.01,36.43,0,1,1,2
1.0,Black,0.11,18.3,7,1,0,1
0.0,Orange Tabby,0.12,10.3,13,9,1,1
,Brown Tabby,0.51,47.34,13,9,2,1
0.0,Black,0.54,14.56,0,1,1,1
0.0,Cream,0.77,24.82,0,1,1,2
1.0,Black,0.2,38.37,13,9,0,2
2.0,Blue,0.74,43.11,7,1,0,0
,Fawn,0.27,31.78,13,9,2,4
0.0,Black,0.35,12.66,7,1,1,2
1.0,Red,0.33,31.4,0,1,0,2
2.0,Black,1.0,5.18,13,9,1,1
0.0,Black,0.8,39.78,0,1,1,2
1.0,Tan,0.01,33.13,0,7,0,2
,Brown,0.1,30.86,15,4,2,4
0.0,White,0.11,12.54,0,7,1,2
1.0,Cream,0.2,32.31,0,1,0,2
1.0,Black,0.15,47.88,0,1,0,2
0.0,Black,0.69,39.64,0,7,1,2
2.0,Tricolor,0.91,43.38,0,7,0,2
,Black,0.54,32.61,15,4,2,4
2.0,Cream Tabby,0.71,26.11,13,9,1,1
2.0,Cream Tabby,0.23,48.55,13,9,0,1
,Black,0.98,37.08,15,4,2,4
1.0,Yellow,0.41,36.7,0,7,0,2
1.0,Red,0.14,20.66,0,1,0,2
1.0,Brown Tabby,0.36,10.18,0,1,0,1
0.0,Brown Tabby,0.55,6.54,0,1,1,1
2.0,Red,0.58,26.02,0,7,1,2
0.0,Black,0.88,7.0,0,1,1,1
1.0,Seal Point,0.15,32.04,18,4,0,1
1.0,Brown,0.47,37.03,0,1,0,2
1.0,Red,0.29,38.41,0,7,0,2
1.0,Black,0.47,32.85,7,1,0,2
2.0,Brown Brindle,0.67,23.82,0,7,0,2
1.0,Brown,0.55,5.58,13,9,0,2
0.0,Black,0.58,7.97,0,1,1,2
2.0,Brown Tabby,0.38,33.81,0,1,1,1
2.0,Tan,0.64,9.25,0,7,1,2
1.0,Orange Tabby,0.63,18.79,17,9,0,1
2.0,Brown,0.75,44.57,13,9,1,2
0.0,Tortie,0.39,41.02,0,1,1,1
1.0,Blue,0.78,35.74,13,9,0,2
1.0,Lynx Point,0.68,6.28,0,1,0,1
,Brown Tabby,0.87,31.39,13,9,2,1
1.0,Black,0.13,24.74,0,1,0,2
2.0,Tortie,0.02,31.64,13,9,1,1
1.0,Brown,0.76,6.0,0,1,0,2
1.0,White,0.73,21.45,0,1,0,2
1.0,Brown,0.94,39.05,0,1,0,2
0.0,Torbie,0.08,49.02,7,1,1,1
2.0,Blue Tabby,0.69,44.31,0,1,1,1
0.0,Brown,0.97,45.23,0,7,1,2
2.0,Black,0.74,13.48,0,1,0,1
2.0,Brown,0.87,10.58,0,7,0,2
2.0,Orange Tabby,0.11,9.25,13,9,0,1
1.0,Brown,0.72,30.49,0,7,0,2
0.0,Blue,0.04,10.99,0,1,1,2
2.0,White,0.13,31.99,13,9,1,2
1.0,White,0.91,13.23,0,1,0,2
1.0,Black,0.79,21.88,0,1,0,2
1.0,Brown,0.19,18.8,0,1,0,2
2.0,Blue Tabby,0.57,27.0,13,9,1,1
1.0,Black,0.13,22.56,0,7,0,2
1.0,Red,0.37,47.92,0,1,0,2
1.0,Brown Tabby,0.91,7.66,0,1,0,1
0.0,Black,0.17,5.9,0,7,1,2
2.0,White,0.48,49.84,13,9,1,1
1.0,Black,0.29,23.27,0,1,0,2
0.0,Blue,0.84,12.46,0,1,1,2
2.0,Yellow,0.33,26.69,0,7,0,2
2.0,White,0.54,11.52,13,9,1,2
,Brown,0.96,20.74,0,3,2,4
,Brown,0.84,48.24,15,4,2,4
1.0,Black,0.47,5.62,13,9,0,2
2.0,Black,0.65,37.16,13,9,1,2
0.0,Torbie,0.54,24.22,0,1,1,1
2.0,Black,0.34,30.36,0,7,1,2
0.0,Calico Point,0.06,43.81,0,1,1,1
0.0,Tricolor,0.76,38.68,0,1,1,2
,Gray,0.49,11.96,15,4,2,4
2.0,Cream Tabby,0.13,29.47,13,9,1,1
2.0,Blue Tabby,0.94,27.59,7,1,1,1
1.0,Black,0.08,44.96,0,7,0,2
0.0,Tan,0.37,42.74,13,9,1,2
2.0,Black,0.22,43.4,13,9,1,2
